Title,Body,Tags,Id,Score,ViewCount,FavoriteCount,AnswerCount
"How do I execute a program or call a system command?","<p>How do I call an external command within Python as if I'd typed it in a shell or command prompt?</p>
","<python><shell><terminal><subprocess><command>","89228","5749","4080737","1700","64"
"What are metaclasses in Python?","<p>What are metaclasses? What are they used for?</p>
","<python><oop><metaclass><python-class><python-datamodel>","100003","6884","1031467","4323","25"
"How do I read / convert an InputStream into a String in Java?","<p>If you have a <code>java.io.InputStream</code> object, how should you process that object and produce a <code>String</code>?</p>

<hr>

<p>Suppose I have an <code>InputStream</code> that contains text data, and I want to convert it to a <code>String</code>, so for example I can write that to a log file.</p>

<p>What is the easiest way to take the <code>InputStream</code> and convert it to a <code>String</code>?</p>

<pre><code>public String convertStreamToString(InputStream is) {
    // ???
}
</code></pre>
","<java><string><io><stream><inputstream>","309424","4549","2467669","1301","62"
"How to change the output color of echo in Linux","<p>I am trying to print a text in the terminal using echo command. </p>

<p>I want to print the text in a red color. How can I do that?</p>
","<linux><bash><command-line><echo><terminal-color>","5947742","2427","1583375","1199","33"
"What is the scope of variables in JavaScript?","<p>What is the scope of variables in javascript? Do they have the same scope inside as opposed to outside a function? Or does it even matter? Also, where are the variables stored if they are defined globally?</p>
","<javascript><function><variables><scope><var>","500431","2163","559167","1054","27"
"How do I modify the URL without reloading the page?","<p>Is there a way I can modify the URL of the current page without reloading the page?</p>
<p>I would like to access the portion <strong>before</strong> the # hash if possible.</p>
<p>I only need to change the portion <strong>after</strong> the domain, so it's not like I'm violating cross-domain policies.</p>
<pre><code> window.location.href = &quot;www.mysite.com/page2.php&quot;;  // this reloads
</code></pre>
","<javascript><html><url><url-rewriting><friendly-url>","824349","2839","1833241","1016","20"
"What is the difference between ""INNER JOIN"" and ""OUTER JOIN""?","<p>Also, how do <code>LEFT JOIN</code>, <code>RIGHT JOIN</code>, and <code>FULL JOIN</code> fit in?</p>
","<sql><database><join><inner-join><outer-join>","38549","5099","2537260","2584","27"
"How do JavaScript closures work?","<p>How would you explain JavaScript closures to someone with a knowledge of the concepts they consist of (for example functions, variables and the like), but does not understand closures themselves?</p>

<p>I have seen <a href=""http://en.wikipedia.org/wiki/Scheme_%28programming_language%29"" rel=""noreferrer"">the Scheme example</a> given on Wikipedia, but unfortunately it did not help.</p>
","<javascript><function><variables><scope><closures>","111102","7623","1579952","6016","86"
"What does the explicit keyword mean?","<p>What does the <code>explicit</code> keyword mean in C++?</p>
","<c++><constructor><explicit><c++-faq><explicit-constructor>","121162","3447","1075428","1080","11"
"What is the difference between a URI, a URL, and a URN?","<p>What is the difference between a <a href=""http://en.wikipedia.org/wiki/Uniform_Resource_Locator"" rel=""nofollow noreferrer""><strong>URL</strong></a>, a <a href=""http://en.wikipedia.org/wiki/Uniform_Resource_Identifier"" rel=""nofollow noreferrer""><strong>URI</strong></a>, and a <a href=""http://en.wikipedia.org/wiki/Uniform_Resource_Name"" rel=""nofollow noreferrer""><strong>URN</strong></a>?</p>
","<http><url><uri><urn><rfc3986>","176264","4803","1259883","1304","31"
"Why is processing a sorted array faster than processing an unsorted array?","<p>Here is a piece of C++ code that shows some very peculiar behavior. For some strange reason, sorting the data (<em>before</em> the timed region) miraculously makes the loop almost six times faster.</p>
<pre class=""lang-cpp prettyprint-override""><code>#include &lt;algorithm&gt;
#include &lt;ctime&gt;
#include &lt;iostream&gt;

int main()
{
    // Generate data
    const unsigned arraySize = 32768;
    int data[arraySize];

    for (unsigned c = 0; c &lt; arraySize; ++c)
        data[c] = std::rand() % 256;

    // !!! With this, the next loop runs faster.
    std::sort(data, data + arraySize);

    // Test
    clock_t start = clock();
    long long sum = 0;
    for (unsigned i = 0; i &lt; 100000; ++i)
    {
        for (unsigned c = 0; c &lt; arraySize; ++c)
        {   // Primary loop
            if (data[c] &gt;= 128)
                sum += data[c];
        }
    }

    double elapsedTime = static_cast&lt;double&gt;(clock()-start) / CLOCKS_PER_SEC;

    std::cout &lt;&lt; elapsedTime &lt;&lt; '\n';
    std::cout &lt;&lt; &quot;sum = &quot; &lt;&lt; sum &lt;&lt; '\n';
}
</code></pre>
<ul>
<li>Without <code>std::sort(data, data + arraySize);</code>, the code runs in 11.54 seconds.</li>
<li>With the sorted data, the code runs in 1.93 seconds.</li>
</ul>
<p>(Sorting itself takes more time than this one pass over the array, so it's not actually worth doing if we needed to calculate this for an unknown array.)</p>
<hr />
<p>Initially, I thought this might be just a language or compiler anomaly, so I tried Java:</p>
<pre class=""lang-java prettyprint-override""><code>import java.util.Arrays;
import java.util.Random;

public class Main
{
    public static void main(String[] args)
    {
        // Generate data
        int arraySize = 32768;
        int data[] = new int[arraySize];

        Random rnd = new Random(0);
        for (int c = 0; c &lt; arraySize; ++c)
            data[c] = rnd.nextInt() % 256;

        // !!! With this, the next loop runs faster
        Arrays.sort(data);

        // Test
        long start = System.nanoTime();
        long sum = 0;
        for (int i = 0; i &lt; 100000; ++i)
        {
            for (int c = 0; c &lt; arraySize; ++c)
            {   // Primary loop
                if (data[c] &gt;= 128)
                    sum += data[c];
            }
        }

        System.out.println((System.nanoTime() - start) / 1000000000.0);
        System.out.println(&quot;sum = &quot; + sum);
    }
}
</code></pre>
<p>With a similar but less extreme result.</p>
<hr />
<p>My first thought was that sorting brings the data into the <a href=""https://en.wikipedia.org/wiki/CPU_cache"" rel=""noreferrer"">cache</a>, but then I thought how silly that was because the array was just generated.</p>
<ul>
<li>What is going on?</li>
<li>Why is processing a sorted array faster than processing an unsorted array?</li>
</ul>
<p>The code is summing up some independent terms, so the order should not matter.</p>
<hr />
<p><strong>Related / followup Q&amp;As</strong> about the same effect with different / later compilers and options:</p>
<ul>
<li><a href=""https://stackoverflow.com/q/66521344"">Why is processing an unsorted array the same speed as processing a sorted array with modern x86-64 clang?</a></li>
<li><a href=""https://stackoverflow.com/q/28875325"">gcc optimization flag -O3 makes code slower than -O2</a></li>
</ul>
","<java><c++><performance><cpu-architecture><branch-prediction>","11227809","26538","1733098","11625","27"
"Understanding Python super() with __init__() methods","<p>Why is <code>super()</code> used?</p>
<p>Is there a difference between using <code>Base.__init__</code> and <code>super().__init__</code>?</p>
<pre><code>class Base(object):
    def __init__(self):
        print &quot;Base created&quot;
        
class ChildA(Base):
    def __init__(self):
        Base.__init__(self)
        
class ChildB(Base):
    def __init__(self):
        super(ChildB, self).__init__()
        
ChildA() 
ChildB()
</code></pre>
","<python><class><oop><inheritance><super>","576169","3032","2278268","1116","7"
"What is the difference between ""let"" and ""var""?","<p>ECMAScript 6 introduced <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/let"" rel=""noreferrer"">the <code>let</code> statement</a>.</p>
<p>I've heard that it's described as a local variable, but I'm still not quite sure how it behaves differently than the var keyword.</p>
<p>What are the differences? When should <code>let</code> be used instead of <code>var</code>?</p>
","<javascript><scope><ecmascript-6><var><let>","762011","5836","2022810","1551","37"
"How can I upload files asynchronously with jQuery?","<p>I would like to upload a file asynchronously with jQuery. </p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>$(document).ready(function () {
    $(""#uploadbutton"").click(function () {
        var filename = $(""#file"").val();

        $.ajax({
            type: ""POST"",
            url: ""addFile.do"",
            enctype: 'multipart/form-data',
            data: {
                file: filename
            },
            success: function () {
                alert(""Data Uploaded: "");
            }
        });
    });
});</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script src=""https://cdnjs.cloudflare.com/ajax/libs/jquery/2.2.0/jquery.min.js""&gt;&lt;/script&gt;
&lt;span&gt;File&lt;/span&gt;
&lt;input type=""file"" id=""file"" name=""file"" size=""10""/&gt;
&lt;input id=""uploadbutton"" type=""button"" value=""Upload""/&gt;</code></pre>
</div>
</div>
</p>

<p>Instead of the file being uploaded, I am only getting the filename. What can I do to fix this problem?</p>
","<javascript><jquery><ajax><asynchronous><xmlhttprequest>","166221","3091","1461358","1480","34"
"What is the ""-->"" operator in C++?","<p>After reading <a href=""http://groups.google.com/group/comp.lang.c++.moderated/msg/33f173780d58dd20"" rel=""noreferrer"">Hidden Features and Dark Corners of C++/STL</a> on <code>comp.lang.c++.moderated</code>, I was completely surprised that the following snippet compiled and worked in both Visual Studio 2008 and G++ 4.4.</p>
<p>Here's the code:</p>
<pre><code>#include &lt;stdio.h&gt;
int main()
{
    int x = 10;
    while (x --&gt; 0) // x goes to 0
    {
        printf(&quot;%d &quot;, x);
    }
}
</code></pre>
<p>Output:</p>
<pre><code>9 8 7 6 5 4 3 2 1 0
</code></pre>
<p>I'd assume this is C, since it works in GCC as well. Where is this defined in the standard, and where has it come from?</p>
","<c++><c><operators><code-formatting><standards-compliance>","1642028","9801","929755","2225","28"
"NPM vs. Bower vs. Browserify vs. Gulp vs. Grunt vs. Webpack","<p>I'm trying to summarize my knowledge about the most popular JavaScript package managers, bundlers, and task runners. Please correct me if I'm wrong:</p>

<ul>
<li><code>npm</code> &amp; <code>bower</code> are package managers. They just download the dependencies and don't know how to build projects on their own. What they know is to call <code>webpack</code>/<code>gulp</code>/<code>grunt</code> after fetching all the dependencies.</li>
<li><code>bower</code> is like <code>npm</code>, but builds a flattened dependency trees (unlike <code>npm</code> which does it recursively). Meaning <code>npm</code> fetches the dependencies for each dependency (may fetch the same a few times), while <code>bower</code> expects you to manually include sub-dependencies. Sometimes <code>bower</code> and <code>npm</code> are used together for front-end and back-end respectively (since each megabyte might matter in front-end).</li>
<li><code>grunt</code> and <code>gulp</code> are task runners to automate everything that can be automated (i.e. compile CSS/Sass, optimize images, make a bundle and minify/transpile it).</li>
<li><code>grunt</code> vs. <code>gulp</code> (is like <code>maven</code> vs. <code>gradle</code> or configuration vs. code). Grunt is based on configuring separate independent tasks, each task opens/handles/closes file. Gulp requires less amount of code and is based on Node streams, which allows it to build pipe chains (w/o reopening the same file) and makes it faster. </li>
<li><code>webpack</code> (<code>webpack-dev-server</code>) - for me it's a task runner with hot reloading of changes which allows you to forget about all JS/CSS watchers. </li>
<li><code>npm</code>/<code>bower</code> + plugins may replace task runners. Their abilities often intersect so there are different implications if you need to use <code>gulp</code>/<code>grunt</code> over <code>npm</code> + plugins. But task runners are definitely better for complex tasks (e.g. ""on each build create bundle, transpile from ES6 to ES5, run it at all browsers emulators, make screenshots and deploy to dropbox through ftp"").</li>
<li><code>browserify</code> allows packaging node modules for browsers. <code>browserify</code> vs <code>node</code>'s <code>require</code> is actually <a href=""https://addyosmani.com/writing-modular-js/"" rel=""noreferrer"">AMD vs CommonJS</a>.</li>
</ul>

<p><strong><em>Questions:</em></strong></p>

<ol>
<li><em>What is <code>webpack</code> &amp; <code>webpack-dev-server</code>?</em> Official documentation says it's a module bundler but for me it's just a task runner. <em>What's the difference?</em></li>
<li><em>Where would you use <code>browserify</code>? Can't we do the same with node/ES6 imports?</em> </li>
<li><em>When would you use <code>gulp</code>/<code>grunt</code> over <code>npm</code> + plugins?</em></li>
<li><em>Please provide examples when you need to use a combination</em></li>
</ol>
","<gruntjs><npm><gulp><bower><webpack>","35062852","2039","302911","1380","7"
"Why is char[] preferred over String for passwords?","<p>In Swing, the password field has a <code>getPassword()</code> (returns <code>char[]</code>) method instead of the usual <code>getText()</code> (returns <code>String</code>) method. Similarly, I have come across a suggestion not to use <code>String</code> to handle passwords.</p>

<p>Why does <code>String</code> pose a threat to security when it comes to passwords?
It feels inconvenient to use <code>char[]</code>.</p>
","<java><string><security><passwords><char>","8881291","3732","478908","1006","18"
"Ignore files that have already been committed to a Git repository","<p>I have an already initialized Git repository that I added a <code>.gitignore</code> file to. How can I refresh the file index so the files I want ignored get ignored?</p>
","<git><caching><version-control><gitignore><git-rm>","1139762","2723","828569","1478","21"
"What is the difference between const int*, const int * const, and int const *?","<p>I always mess up how to use <code>const int*</code>, <code>const int * const</code>, and <code>int const *</code> correctly. Is there a set of rules defining what you can and cannot do?</p>

<p>I want to know all the do's and all don'ts in terms of assignments, passing to the functions, etc.</p>
","<c++><c><pointers><constants><c++-faq>","1143262","1667","640758","1327","22"
"Why is the Android emulator so slow? How can we speed up the Android emulator?","<p>I have got a <strong>2.67</strong>  GHz Celeron processor, and <strong>1.21</strong>  GB of RAM on a <strong>x86</strong> Windows <strong>XP</strong> Professional machine.</p>
<p>My understanding is that the <strong>Android Emulator</strong> should start fairly quickly on such a machine, but for me, it doesn't. I have followed all the instructions in setting up the IDE, SDKs, JDKs and such and have had some success in starting the emulator quickly, but that is very rare. How can I, if possible, fix this problem?</p>
<p>Even if it starts and loads the home screen, it is very sluggish. I have tried the <a href=""https://en.wikipedia.org/wiki/Eclipse_%28software%29"" rel=""noreferrer"">Eclipse IDE</a> in <a href=""https://en.wikipedia.org/wiki/Eclipse_%28software%29#Releases"" rel=""noreferrer"">version 3.5</a> (Galileo) and <a href=""https://en.wikipedia.org/wiki/Eclipse_%28software%29#Releases"" rel=""noreferrer"">3.4</a> (Ganymede).</p>
","<android><performance><android-emulator><genymotion><qemu>","1554099","3491","1105218","1115","77"
"How do I force ""git pull"" to overwrite local files?","<p>How do I force an overwrite of local files on a <code>git pull</code>? My local repository contains a file of the same filename as on the server.</p>
<blockquote>
<p>error: Untracked working tree file 'example.txt' would be overwritten by merge</p>
</blockquote>
","<git><version-control><overwrite><git-pull><git-fetch>","1125968","8817","6880013","3049","50"
"How do I delete a Git branch locally and remotely?","<h4>Failed Attempts to Delete a Remote Branch:</h4>
<pre class=""lang-bash prettyprint-override""><code>$ git branch -d remotes/origin/bugfix
error: branch 'remotes/origin/bugfix' not found.

$ git branch -d origin/bugfix
error: branch 'origin/bugfix' not found.

$ git branch -rd origin/bugfix
Deleted remote branch origin/bugfix (was 2a14ef7).

$ git push
Everything up-to-date

$ git pull
From github.com:gituser/gitproject

* [new branch] bugfix -&gt; origin/bugfix
Already up-to-date.
</code></pre>
<p>How do I properly delete the <code>remotes/origin/bugfix</code> branch both locally and remotely?</p>
","<git><version-control><git-branch><git-push><git-remote>","2003505","19409","10121677","5918","41"
"How do servlets work? Instantiation, sessions, shared variables and multithreading","<p>Suppose, I have a webserver which holds numerous servlets. For information passing among those servlets I am setting session and instance variables.</p>

<p>Now, if 2 or more users send request to this server then what happens to the session variables?<br>
Will they all be common for all the users or they will be different for each user?<br>
If they are different, then how was the server able to differentiate between different users?</p>

<p>One more similar question, if there are <code>n</code> users accessing a particular servlet, then this servlet gets instantiated only the first time the first user accessed it or does it get instantiated for all the users separately?<br>
In other words, what happens to the instance variables?</p>
","<java><multithreading><servlets><session-variables><instance-variables>","3106452","1231","317004","1328","8"
"What is The Rule of Three?","<ul>
<li>What does <em>copying an object</em> mean?</li>
<li>What are the <em>copy constructor</em> and the <em>copy assignment operator</em>?</li>
<li>When do I need to declare them myself?</li>
<li>How can I prevent my objects from being copied?</li>
</ul>
","<c++><copy-constructor><assignment-operator><c++-faq><rule-of-three>","4172722","2411","342860","1381","8"
"What is the difference between px, dip, dp, and sp?","<p>What is the difference between the units of measure
px, dip, dp, and sp?</p>
","<android><android-layout><user-interface><dimension><units-of-measurement>","2025282","6235","1413747","2044","35"
"Daylight saving time and time zone best practices","<p>I am hoping to make this question and the answers to it the definitive guide to dealing with daylight saving time, in particular for dealing with the actual change overs. </p>

<p><strong>If you have anything to add, please do</strong></p>

<p>Many systems are dependent on keeping accurate time, the problem is with changes to time due to daylight savings - moving the clock forward or backwards.</p>

<p>For instance, one has business rules in an order taking system that depend on the time of the order - if the clock changes, the rules might not be as clear. How should the time of the order be persisted? There are of course an endless number of scenarios - this one is simply an illustrative one.</p>

<ul>
<li>How have you dealt with the daylight saving issue? </li>
<li>What assumptions are part of your solution? (looking for context here)</li>
</ul>

<p>As important, if not more so:</p>

<ul>
<li>What did you try that did not work? </li>
<li>Why did it not work?</li>
</ul>

<p>I would be interested in programming, OS, data persistence and other pertinent aspects of the issue.</p>

<p>General answers are great, but I would also like to see details especially if they are only available on one platform.</p>
","<datetime><timezone><utc><dst><datetimeoffset>","2532729","2150","467001","1711","30"
"How do I push a new local branch to a remote Git repository and track it too?","<p>How do I:</p>
<ol>
<li><p>Create a local branch from another branch (via <code>git branch</code> or <code>git checkout -b</code>).</p>
</li>
<li><p>Push the local branch
to the remote repository (i.e. publish), but make it
trackable so that <code>git pull</code> and <code>git push</code> will work.</p>
</li>
</ol>
","<git><repository><git-branch><git-push><git-remote>","2765421","5244","4892802","1543","17"
"How do I UPDATE from a SELECT in SQL Server?","<p>In <strong>SQL Server</strong>, it is possible to insert rows into a table with an <code>INSERT.. SELECT</code> statement:</p>
<pre><code>INSERT INTO Table (col1, col2, col3)
SELECT col1, col2, col3 
FROM other_table 
WHERE sql = 'cool'
</code></pre>
<p>Is it also possible to <em>update</em> a table with <code>SELECT</code>? I have a temporary table containing the values and would like to update another table using those values. Perhaps something like this:</p>
<pre><code>UPDATE Table SET col1, col2
SELECT col1, col2 
FROM other_table 
WHERE sql = 'cool'
WHERE Table.id = other_table.id
</code></pre>
","<sql><sql-server><tsql><select><sql-update>","2334712","4096","4948334","1137","37"
"How to use java.net.URLConnection to fire and handle HTTP requests","<p>Use of <a href=""http://docs.oracle.com/javase/8/docs/api/java/net/URLConnection.html"" rel=""noreferrer""><code>java.net.URLConnection</code></a> is asked about pretty often here, and the <a href=""http://download.oracle.com/javase/tutorial/networking/urls/connecting.html"" rel=""noreferrer"">Oracle tutorial</a> is <em>too</em> concise about it.</p>
<p>That tutorial basically only shows how to fire a <a href=""https://en.wikipedia.org/wiki/Hypertext_Transfer_Protocol#Request_methods"" rel=""noreferrer"">GET</a> request and read the response. It doesn't explain anywhere how to use it to, among others, perform a <a href=""https://en.wikipedia.org/wiki/POST_%28HTTP%29"" rel=""noreferrer"">POST</a> request, set request headers, read response headers, deal with cookies, submit a HTML form, upload a file, etc.</p>
<p>So, how can I use <code>java.net.URLConnection</code> to fire and handle &quot;advanced&quot; HTTP requests?</p>
","<java><http><httprequest><httpurlconnection><urlconnection>","2793150","2086","1153614","1366","12"
"What is the copy-and-swap idiom?","<p>What is the copy-and-swap idiom and when should it be used? What problems does it solve? Does it change for C++11?</p>
<p>Related:</p>
<ul>
<li><a href=""https://stackoverflow.com/questions/276173/what-are-your-favorite-c-coding-style-idioms/2034447#2034447"">What are your favorite C++ Coding Style idioms:  Copy-swap</a></li>
<li><a href=""https://stackoverflow.com/questions/1734628/copy-constructor-and-operator-overload-in-c-is-a-common-function-possible/1734640#1734640"">Copy constructor and = operator overload in C++: is a common function possible?</a></li>
<li><a href=""https://stackoverflow.com/questions/2143787/what-is-copy-elision-and-how-it-optimizes-copy-and-swap-idiom"">What is copy elision and how it optimizes copy-and-swap idiom</a></li>
<li><a href=""https://stackoverflow.com/questions/255612/c-dynamically-allocating-an-array-of-objects/255744#255744"">C++: dynamically allocating an array of objects?</a></li>
</ul>
","<c++><copy-constructor><assignment-operator><c++-faq><copy-and-swap>","3279543","2262","439775","1946","5"
"Grouping functions (tapply, by, aggregate) and the *apply family","<p>Whenever I want to do something ""map""py in R, I usually try to use a function in the <code>apply</code> family. </p>

<p>However, I've never quite understood the differences between them -- how {<code>sapply</code>, <code>lapply</code>, etc.} apply the function to the input/grouped input, what the output will look like, or even what the input can be -- so I often just go through them all until I get what I want.</p>

<p>Can someone explain how to use which one when?</p>

<p>My current (probably incorrect/incomplete) understanding is...</p>

<ol>
<li><p><code>sapply(vec, f)</code>: input is a vector. output is a vector/matrix, where element <code>i</code> is <code>f(vec[i])</code>, giving you a matrix if <code>f</code> has a multi-element output</p></li>
<li><p><code>lapply(vec, f)</code>: same as <code>sapply</code>, but output is a list?</p></li>
<li><code>apply(matrix, 1/2, f)</code>: input is a matrix. output is a vector, where element <code>i</code> is f(row/col i of the matrix)</li>
<li><code>tapply(vector, grouping, f)</code>: output is a matrix/array, where an element in the matrix/array is the value of <code>f</code> at a grouping <code>g</code> of the vector, and <code>g</code> gets pushed to the row/col names</li>
<li><code>by(dataframe, grouping, f)</code>: let <code>g</code> be a grouping. apply <code>f</code> to each column of the group/dataframe. pretty print the grouping and the value of <code>f</code> at each column.</li>
<li><code>aggregate(matrix, grouping, f)</code>: similar to <code>by</code>, but instead of pretty printing the output, aggregate sticks everything into a dataframe.</li>
</ol>

<p>Side question: I still haven't learned plyr or reshape -- would <code>plyr</code> or <code>reshape</code> replace all of these entirely?</p>
","<r><lapply><sapply><tapply><r-faq>","3505701","1126","428647","1211","10"
"What are the options for storing hierarchical data in a relational database?","<p><strong>Good Overviews</strong></p>
<p>Generally speaking, you're making a decision between fast read times (for example, nested set) or fast write times (adjacency list). Usually, you end up with a combination of the options below that best fit your needs. The following provides some in-depth reading:</p>
<ul>
<li><a href=""http://vadimtropashko.wordpress.com/2008/08/09/one-more-nested-intervals-vs-adjacency-list-comparison/"" rel=""noreferrer"">One more Nested Intervals vs. Adjacency List comparison</a>: <em>the best comparison</em> of Adjacency List, Materialized Path, Nested Set, and Nested Interval I've found.</li>
<li><a href=""http://www.slideshare.net/billkarwin/models-for-hierarchical-data"" rel=""noreferrer"">Models for hierarchical data</a>: slides with good explanations of tradeoffs and example usage</li>
<li><a href=""http://mikehillyer.com/articles/managing-hierarchical-data-in-mysql/"" rel=""noreferrer"">Representing hierarchies in MySQL</a>: very good overview of Nested Set in particular</li>
<li><a href=""http://troels.arvin.dk/db/rdbms/links/#hierarchical"" rel=""noreferrer"">Hierarchical data in RDBMSs</a>: a most comprehensive and well-organized set of links I've seen, but not much in the way of explanation</li>
</ul>
<p><strong>Options</strong></p>
<p>Ones I am aware of and general features:</p>
<ol>
<li><a href=""http://en.wikipedia.org/wiki/Adjacency_list"" rel=""noreferrer"">Adjacency List</a>:</li>
</ol>
<ul>
<li>Columns: ID, ParentID</li>
<li>Easy to implement.</li>
<li>Cheap node moves, inserts, and deletes.</li>
<li>Expensive to find the level, ancestry &amp; descendants, path</li>
<li>Avoid N+1 via <a href=""http://en.wikipedia.org/wiki/Common_table_expressions"" rel=""noreferrer"">Common Table Expressions</a> in databases that support them</li>
</ul>
<ol start=""2"">
<li><a href=""http://en.wikipedia.org/wiki/Nested_set_model"" rel=""noreferrer"">Nested Set</a> (a.k.a <a href=""https://www.caktusgroup.com/blog/2016/01/04/modified-preorder-tree-traversal-django/"" rel=""noreferrer"">Modified Preorder Tree Traversal</a>)</li>
</ol>
<ul>
<li>Columns: Left, Right</li>
<li>Cheap ancestry, descendants</li>
<li>Very expensive <code>O(n/2)</code> moves, inserts, deletes due to volatile encoding</li>
</ul>
<ol start=""3"">
<li><a href=""https://www.informationweek.com/software/information-management/kimball-university-five-alternatives-for-better-employee-dimension-modeling/d/d-id/1082326"" rel=""noreferrer"">Bridge Table</a> (a.k.a. <a href=""http://dirtsimple.org/2010/11/simplest-way-to-do-tree-based-queries.html"" rel=""noreferrer"">Closure Table /w triggers</a>)</li>
</ol>
<ul>
<li>Uses separate join table with ancestor, descendant, depth (optional)</li>
<li>Cheap ancestry and descendants</li>
<li>Writes costs <code>O(log n)</code> (size of the subtree) for insert, updates, deletes</li>
<li>Normalized encoding: good for RDBMS statistics &amp; query planner in joins</li>
<li>Requires multiple rows per node</li>
</ul>
<ol start=""4"">
<li><a href=""https://web.archive.org/web/20150909165001/http://www.ferdychristant.com/blog//articles/DOMM-7QJPM7"" rel=""noreferrer"">Lineage Column</a> (a.k.a. <a href=""http://communities.bmc.com/communities/docs/DOC-9902"" rel=""noreferrer"">Materialized Path</a>, Path Enumeration)</li>
</ol>
<ul>
<li>Column: lineage (e.g. /parent/child/grandchild/etc...)</li>
<li>Cheap descendants via prefix query (e.g. <code>LEFT(lineage, #) = '/enumerated/path'</code>)</li>
<li>Writes costs <code>O(log n)</code> (size of the subtree) for insert, updates, deletes</li>
<li>Non-relational: relies on Array datatype or serialized string format</li>
</ul>
<ol start=""5"">
<li><a href=""https://sigmodrecord.org/publications/sigmodRecord/0506/p47-article-tropashko.pdf"" rel=""noreferrer"">Nested Intervals</a></li>
</ol>
<ul>
<li>Like nested set, but with real/float/decimal so that the encoding isn't volatile (inexpensive move/insert/delete)</li>
<li>Has real/float/decimal representation/precision issues</li>
<li><a href=""http://vadimtropashko.files.wordpress.com/2011/07/ch5.pdf"" rel=""noreferrer"">Matrix encoding variant</a> adds ancestor encoding (materialized path) for &quot;free&quot;, but with the added trickiness of linear algebra.</li>
</ul>
<ol start=""6"">
<li><a href=""http://evolt.org/node/4047"" rel=""noreferrer"">Flat Table</a></li>
</ol>
<ul>
<li>A modified Adjacency List that adds a Level and Rank (e.g. ordering) column to each record.</li>
<li>Cheap to iterate/paginate over</li>
<li>Expensive move and delete</li>
<li>Good Use: threaded discussion - forums / blog comments</li>
</ul>
<ol start=""7"">
<li><a href=""https://stackoverflow.com/a/6802687/684229"">Multiple lineage columns</a></li>
</ol>
<ul>
<li>Columns: one for each lineage level, refers to all the parents up to the root, levels down from the item's level are set to NULL</li>
<li>Cheap ancestors, descendants, level</li>
<li>Cheap insert, delete, move of the leaves</li>
<li>Expensive insert, delete, move of the internal nodes</li>
<li>Hard limit to how deep the hierarchy can be</li>
</ul>
<p><strong>Database Specific Notes</strong></p>
<p><em>MySQL</em></p>
<ul>
<li><a href=""http://explainextended.com/2009/09/29/adjacency-list-vs-nested-sets-mysql/"" rel=""noreferrer"">Use session variables for Adjacency List</a></li>
</ul>
<p><em>Oracle</em></p>
<ul>
<li>Use <a href=""http://www.ypl.com/oracle/sql/hierarchical_queries/html_deep/index.html"" rel=""noreferrer"">CONNECT BY</a> to traverse Adjacency Lists</li>
</ul>
<p><em>PostgreSQL</em></p>
<ul>
<li><a href=""http://www.postgresql.org/docs/current/static/ltree.html"" rel=""noreferrer"">ltree datatype</a> for Materialized Path</li>
</ul>
<p><em>SQL Server</em></p>
<ul>
<li><a href=""http://msdn.microsoft.com/en-us/magazine/cc794278.aspx"" rel=""noreferrer"">General summary</a></li>
<li>2008 offers <a href=""http://msdn.microsoft.com/en-us/library/bb677290.aspx"" rel=""noreferrer"">HierarchyId</a> data type that appears to help with the Lineage Column approach and expand the depth that can be represented.</li>
</ul>
","<sql><database><tree><relational-database><hierarchical-data>","4048151","1524","307494","1303","7"
"C++11 introduced a standardized memory model. What does it mean? And how is it going to affect C++ programming?","<p>C++11 introduced a standardized memory model, but what exactly does that mean? And how is it going to affect C++ programming?</p>
<p><a href=""http://www.theregister.co.uk/2011/06/11/herb_sutter_next_c_plus_plus/page2.html"" rel=""noreferrer"">This article</a> (by <strong>Gavin Clarke</strong> who quotes <strong><a href=""https://en.wikipedia.org/wiki/Herb_Sutter"" rel=""noreferrer"">Herb Sutter</a></strong>) says that,</p>
<blockquote>
<p>The memory model means that C++ code
now has a standardized library to call
regardless of who made the compiler
and on what platform it's running.
There's a standard way to control how
different threads talk to the
processor's memory.</p>
<p>&quot;When you are talking about splitting
[code] across different cores that's
in the standard, we are talking about
the memory model. We are going to
optimize it without breaking the
following assumptions people are going
to make in the code,&quot; <strong>Sutter</strong> said.</p>
</blockquote>
<p>Well, I can <em>memorize</em> this and similar paragraphs available online (as I've had my own memory model since birth :P) and can even post as an answer to questions asked by others, but to be honest, I don't exactly understand this.</p>
<p>C++ programmers used to develop multi-threaded applications even before, so how does it matter if it's POSIX threads, or Windows threads, or C++11 threads? What are the benefits? I want to understand the low-level details.</p>
<p>I also get this feeling that the C++11 memory model is somehow related to C++11 multi-threading support, as I often see these two together. If it is, how exactly? Why should they be related?</p>
<p>I don't know how the internals of multi-threading work, and what memory model means in general.</p>
","<c++><multithreading><c++11><language-lawyer><memory-model>","6319146","2123","273347","1241","8"
"For-each over an array in JavaScript","<p>How can I loop through all the entries in an array using JavaScript?</p>
","<javascript><arrays><loops><foreach><iteration>","9329446","5412","4984911","1615","40"
